algorithm_name,run_id,TOTAL_TAGS,BER,total_time_us,total_reader_energy_j,total_tag_energy_j,total_slots,success_slots,collision_slots,idle_slots,phy_efficiency,Recall,BER_Percent,total_time_ms,total_time_s,total_energy_j,verification_concurrency,energy_per_tag_uj,time_efficiency_index,throughput,edp,collision_rate
Ours (Voting),6,1000,0.05999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9822222222222222,5.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),2,1000,0.05999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7744444444444445,5.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),3,1000,0.05999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7977777777777778,5.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),7,1000,0.05999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9877777777777778,5.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),4,1000,0.05999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7533333333333333,5.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),8,1000,0.05999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9744444444444444,5.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),9,1000,0.05999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9844444444444445,5.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),5,1000,0.05999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7933333333333333,5.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),6,1000,0.05999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.77,5.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),10,1000,0.05999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9822222222222222,5.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),7,1000,0.05999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7755555555555556,5.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),11,1000,0.05999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9811111111111112,5.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),8,1000,0.05999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7788888888888889,5.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),12,1000,0.05999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9755555555555555,5.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),9,1000,0.05999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7655555555555555,5.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),13,1000,0.05999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9855555555555555,5.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),10,1000,0.05999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7733333333333333,5.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),14,1000,0.05999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.98,5.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),11,1000,0.05999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7744444444444445,5.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),15,1000,0.05999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9822222222222222,5.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),12,1000,0.05999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8011111111111111,5.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),16,1000,0.05999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9722222222222222,5.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),17,1000,0.05999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9811111111111112,5.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),13,1000,0.05999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7733333333333333,5.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),14,1000,0.05999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7766666666666666,5.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),18,1000,0.05999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9811111111111112,5.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),15,1000,0.05999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.76,5.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),19,1000,0.05999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9833333333333333,5.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),16,1000,0.05999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7744444444444445,5.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),0,1000,0.06499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9711111111111111,6.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),17,1000,0.05999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7677777777777778,5.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),1,1000,0.06499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9788888888888889,6.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),18,1000,0.05999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7766666666666666,5.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),2,1000,0.06499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9733333333333334,6.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),19,1000,0.05999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7822222222222223,5.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),3,1000,0.06499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9733333333333334,6.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),4,1000,0.06499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9744444444444444,6.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),0,1000,0.06499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7966666666666666,6.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),1,1000,0.06499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7555555555555555,6.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),5,1000,0.06499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.98,6.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),2,1000,0.06499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7722222222222223,6.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),6,1000,0.06499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9722222222222222,6.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),3,1000,0.06499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7877777777777778,6.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),7,1000,0.06499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9811111111111112,6.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),4,1000,0.06499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7611111111111111,6.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),8,1000,0.06499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9766666666666667,6.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),5,1000,0.06499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7955555555555556,6.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),9,1000,0.06499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9833333333333333,6.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),6,1000,0.06499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7577777777777778,6.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),10,1000,0.06499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9788888888888889,6.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),7,1000,0.06499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.77,6.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),11,1000,0.06499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9755555555555555,6.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),8,1000,0.06499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7677777777777778,6.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),12,1000,0.06499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9788888888888889,6.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),9,1000,0.06499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7166666666666667,6.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),13,1000,0.06499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.97,6.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),10,1000,0.06499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.79,6.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),14,1000,0.06499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9711111111111111,6.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),11,1000,0.06499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7833333333333333,6.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),15,1000,0.06499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9744444444444444,6.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),12,1000,0.06499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7622222222222222,6.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),16,1000,0.06499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9777777777777777,6.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),13,1000,0.06499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7755555555555556,6.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),17,1000,0.06499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9788888888888889,6.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),14,1000,0.06499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7533333333333333,6.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),18,1000,0.06499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9788888888888889,6.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),15,1000,0.06499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7566666666666667,6.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),19,1000,0.06499999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9788888888888889,6.499999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),0,1000,0.06999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9811111111111112,6.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),16,1000,0.06499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7388888888888889,6.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),17,1000,0.06499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7422222222222222,6.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),1,1000,0.06999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9688888888888889,6.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),18,1000,0.06499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7666666666666667,6.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),2,1000,0.06999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9733333333333334,6.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),3,1000,0.06999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9655555555555555,6.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),19,1000,0.06499999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7644444444444445,6.499999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),0,1000,0.06999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7211111111111111,6.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),4,1000,0.06999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9766666666666667,6.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),1,1000,0.06999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7533333333333333,6.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),5,1000,0.06999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9811111111111112,6.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),2,1000,0.06999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7133333333333334,6.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),6,1000,0.06999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9655555555555555,6.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),3,1000,0.06999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7388888888888889,6.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),7,1000,0.06999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.98,6.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),4,1000,0.06999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7377777777777778,6.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),8,1000,0.06999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9811111111111112,6.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),5,1000,0.06999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7033333333333334,6.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),9,1000,0.06999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.97,6.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),6,1000,0.06999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7444444444444445,6.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),10,1000,0.06999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.97,6.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),7,1000,0.06999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7522222222222222,6.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),11,1000,0.06999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9722222222222222,6.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),8,1000,0.06999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7544444444444445,6.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),12,1000,0.06999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9822222222222222,6.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),9,1000,0.06999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7444444444444445,6.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),13,1000,0.06999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9655555555555555,6.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),10,1000,0.06999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7355555555555555,6.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),14,1000,0.06999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9688888888888889,6.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),11,1000,0.06999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7433333333333333,6.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),15,1000,0.06999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9844444444444445,6.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),12,1000,0.06999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7411111111111112,6.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),16,1000,0.06999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9733333333333334,6.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),13,1000,0.06999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7644444444444445,6.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),17,1000,0.06999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9733333333333334,6.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),14,1000,0.06999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7722222222222223,6.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),18,1000,0.06999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9711111111111111,6.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),15,1000,0.06999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7155555555555555,6.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),19,1000,0.06999999999999999,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9733333333333334,6.999999999999999,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),16,1000,0.06999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7344444444444445,6.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),0,1000,0.075,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9688888888888889,7.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),17,1000,0.06999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7455555555555555,6.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),18,1000,0.06999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7666666666666667,6.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),1,1000,0.075,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9633333333333334,7.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),2,1000,0.075,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9655555555555555,7.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),19,1000,0.06999999999999999,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7177777777777777,6.999999999999999,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),3,1000,0.075,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9633333333333334,7.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
